dataset,model,cal_size,test_size,n_classes,CatBoost_brier,CatBoost_logloss,CatBoost_ece-15,CatBoost_accuracy,CatBoost_time
semeion,LightGBM,1433,160,10,0.12474631883802331,0.27520603217310874,0.05956433713436127,0.925000011920929,2.721605858998373
semeion,LinearModel,1433,160,10,0.12296080023317461,0.25966404171312674,0.06154833361506462,0.9312499761581421,3.181069089099765
semeion,NeuralNetFastAI,1433,160,10,0.10031876925874254,0.2003185182661278,0.057552773505449295,0.9312499761581421,3.338573660934344
semeion,NeuralNetTorch,1433,160,10,0.11984373808031593,0.24581396051032467,0.049544524401426315,0.9125000238418579,2.989145514089614
semeion,RandomForest,1433,160,10,0.1546893221245103,0.36254677971405497,0.03839217498898506,0.8999999761581421,4.0192595010157675
semeion,XGBoost,1433,160,10,0.11970195232080032,0.2767565211920102,0.05277874320745468,0.9125000238418579,3.1115878510754555
soybean,CatBoost,614,69,19,0.14363535290837628,0.2240868776289329,0.08222267031669617,0.8840579986572266,20.39042689395137
soybean,ExtraTrees,614,69,19,0.08867558198586752,0.16748427106251595,0.04958123341202736,0.9420289993286133,6.140535083832219
soybean,LightGBM,614,69,19,0.051483084673860695,0.10587685109288006,0.05698626860976219,0.9710144996643066,17.87416900903918
soybean,LinearModel,614,69,19,0.11918584667547624,0.2727363169573655,0.06953144818544388,0.9275362491607666,17.905433711828664
soybean,NeuralNetFastAI,614,69,19,0.09387679151556343,0.19450344043964254,0.0501335971057415,0.9420289993286133,20.60485630016774
soybean,NeuralNetTorch,614,69,19,0.1048344119630648,0.23637135066616732,0.06717219203710556,0.95652174949646,9.654746634885669
soybean,RandomForest,614,69,19,0.12202237516899704,0.23483087331456798,0.06236368417739868,0.9275362491607666,7.375716435024515
soybean,XGBoost,614,69,19,0.12593517316791322,0.24246895626855286,0.06005655974149704,0.8985507488250732,21.39373452705331
splice,CatBoost,2871,319,3,0.054779641942043183,0.10588273947121334,0.016518540680408478,0.962382435798645,1.1374785220250487
splice,ExtraTrees,2871,319,3,0.08039747432762369,0.14756879490234745,0.023086650297045708,0.9467084407806396,0.9371603969484568
splice,LightGBM,2871,319,3,0.061454163146228265,0.11943991742566445,0.012575289234519005,0.962382435798645,0.922591838054359
splice,LinearModel,2871,319,3,0.09575862875229478,0.18873592430354424,0.036838531494140625,0.9341692924499512,1.0168060311116278
splice,NeuralNetFastAI,2871,319,3,0.056732080256500346,0.1067972517161902,0.019429992884397507,0.9592476487159729,0.9616804381366819
splice,NeuralNetTorch,2871,319,3,0.06874078392728364,0.13163869989482532,0.022779077291488647,0.9592476487159729,1.3324365040753037
splice,RandomForest,2871,319,3,0.08173516877575408,0.14556030813444262,0.021274356171488762,0.9373040795326233,0.8669378450140357
splice,XGBoost,2871,319,3,0.05427536559969814,0.1029576618546251,0.010630232281982899,0.9655172228813171,1.1241734081413597
steel-plates-fault,CatBoost,1746,195,7,0.24799995607847858,0.47578325265431914,0.0700613334774971,0.8205128312110901,1.9074401929974556
steel-plates-fault,ExtraTrees,1746,195,7,0.2636024269872695,0.4916696202410514,0.059192124754190445,0.8102564215660095,2.1104792659170926
steel-plates-fault,LightGBM,1746,195,7,0.2527447271841137,0.49155599469423533,0.06242995336651802,0.7948718070983887,1.7675421959720552
steel-plates-fault,LinearModel,1746,195,7,0.3582175240842405,0.6674827932270053,0.07762151956558228,0.7128205299377441,3.108907744055614
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.305938987174767,0.578077349779391,0.05852032080292702,0.7846153974533081,1.7364437200594693
steel-plates-fault,NeuralNetTorch,1746,195,7,0.3395830772523825,0.6302323332274306,0.07382547855377197,0.7333333492279053,1.6309027050156146
steel-plates-fault,RandomForest,1746,195,7,0.2525032975683473,0.4821326685815825,0.044414080679416656,0.8102564215660095,1.755956859793514
steel-plates-fault,XGBoost,1746,195,7,0.25056801052346966,0.49217863737762707,0.0720086544752121,0.8051282167434692,1.757185951108113
synthetic_control,CatBoost,540,60,6,0.00031242161148875314,0.0075813082745477866,0.007454649545252323,1.0,2.0662104301154613
synthetic_control,ExtraTrees,540,60,6,0.0017412614552746633,0.017943740963805212,0.01737644150853157,1.0,1.4180333320982754
synthetic_control,LightGBM,540,60,6,0.00026016667376889836,0.006442676040674745,0.006346859969198704,1.0,2.9300379410851747
synthetic_control,LinearModel,540,60,6,0.0004698361160758535,0.012763997956716533,0.012595927342772484,1.0,1.3637389880605042
synthetic_control,NeuralNetFastAI,540,60,6,0.00021001253576664696,0.0053001027684574705,0.005215160548686981,1.0,3.135334570892155
synthetic_control,NeuralNetTorch,540,60,6,0.003547238863630492,0.015495074382968842,0.014101479202508926,1.0,2.472790711093694
synthetic_control,RandomForest,540,60,6,0.0027492424485597274,0.018606465852759244,0.017677616328001022,1.0,1.319662207039073
synthetic_control,XGBoost,540,60,6,0.0020455211502105096,0.017391114359201224,0.016534512862563133,1.0,1.542963959975168
texture,CatBoost,4950,550,11,0.014361522051533591,0.024565297187547023,0.006745851133018732,0.9909090995788574,15.124796259216964
texture,ExtraTrees,4950,550,11,0.024892486771757535,0.04458217949775017,0.012987075373530388,0.9818181991577148,11.082446278072894
texture,LightGBM,4950,550,11,0.005430740882793474,0.016314569751729624,0.0038971153553575277,0.9981818199157715,13.01703214389272
texture,LinearModel,4950,550,11,0.007794784315710124,0.013130078305755523,0.005392170045524836,0.9945454597473145,17.155511488905177
texture,NeuralNetFastAI,4950,550,11,0.005977703788776997,0.011328297618742583,0.0015178616158664227,0.996363639831543,20.7550494261086
texture,NeuralNetTorch,4950,550,11,0.00733765519894264,0.01191391666654422,0.006891997531056404,0.996363639831543,24.08231872296892
texture,RandomForest,4950,550,11,0.02541897627321078,0.051656426048984024,0.010515300557017326,0.9854545593261719,9.443662310950458
texture,XGBoost,4950,550,11,0.014224656711678788,0.032587078136955126,0.007561445236206055,0.9909090995788574,8.462663989048451
vehicle,CatBoost,761,85,4,0.2615338397874094,0.4324836770175712,0.0715862438082695,0.8235294222831726,0.6386419830378145
vehicle,ExtraTrees,761,85,4,0.25259573648099926,0.4106683770694326,0.098342165350914,0.8235294222831726,0.6034656530246139
vehicle,LightGBM,761,85,4,0.26967544226629286,0.42737092616196337,0.066677525639534,0.7882353067398071,0.8161368737928569
vehicle,LinearModel,761,85,4,0.1949376769557858,0.32451810768964484,0.058269280940294266,0.8470588326454163,0.5742661030963063
vehicle,NeuralNetFastAI,761,85,4,0.22133788133601195,0.34915599642725587,0.06459594517946243,0.8117647171020508,0.7897955090738833
vehicle,NeuralNetTorch,761,85,4,0.18465503360760244,0.30698702903019226,0.07175661623477936,0.8470588326454163,0.624455682002008
vehicle,RandomForest,761,85,4,0.26711683696531713,0.44576570981537034,0.05011093616485596,0.8117647171020508,0.7091567909810692
vehicle,XGBoost,761,85,4,0.27638974873926625,0.4545188646786579,0.09623079001903534,0.8117647171020508,0.614352063043043
volcanoes-a2,CatBoost,1460,163,5,0.11245153633368822,0.2405713747485352,0.044972848147153854,0.9141104221343994,0.9484515991061926
volcanoes-a2,ExtraTrees,1460,163,5,0.11355899348055076,0.24695226375517124,0.0496857576072216,0.9141104221343994,1.4222332490608096
volcanoes-a2,LightGBM,1460,163,5,0.10164286485514999,0.2195477571053929,0.050863247364759445,0.9325153231620789,0.9284792190883309
volcanoes-a2,LinearModel,1460,163,5,0.1137409407797981,0.24497777272536606,0.047291532158851624,0.9141104221343994,0.8472055271267891
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.11119096306789132,0.24330141668386354,0.051473911851644516,0.9202454090118408,0.8183143530040979
volcanoes-a2,NeuralNetTorch,1460,163,5,0.10907243410575208,0.23694342043712505,0.05377197265625,0.9263803958892822,0.8086985850241035
volcanoes-a2,RandomForest,1460,163,5,0.11369146404083497,0.2479114927499931,0.06496870517730713,0.9202454090118408,1.074808908160776
volcanoes-a2,XGBoost,1460,163,5,0.10966579799336115,0.23811404194567568,0.05044519528746605,0.9202454090118408,0.9233072169590741
volcanoes-a3,CatBoost,1368,153,5,0.1416064989015326,0.30654340277623315,0.04697876796126366,0.8954248428344727,0.7518932467792183
volcanoes-a3,ExtraTrees,1368,153,5,0.1476692947182314,0.31736533679400436,0.05813322961330414,0.8758170008659363,1.6439932947978377
volcanoes-a3,LightGBM,1368,153,5,0.14317762173805093,0.31339358664744643,0.04599938914179802,0.8954248428344727,0.7106740379240364
volcanoes-a3,LinearModel,1368,153,5,0.1419356974644528,0.31328677218525725,0.042463500052690506,0.8888888955116272,0.8865096371155232
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.1410898773225614,0.31773007038986684,0.05129934102296829,0.8954248428344727,0.7642161068506539
volcanoes-a3,NeuralNetTorch,1368,153,5,0.14252531742049362,0.31261224411645955,0.04934496432542801,0.8954248428344727,0.720175595022738
volcanoes-a3,RandomForest,1368,153,5,0.14495418421312994,0.3184664503753232,0.05057242885231972,0.8954248428344727,1.0345632799435407
volcanoes-a3,XGBoost,1368,153,5,0.1489694551636647,0.31551461812984216,0.06787595897912979,0.8888888955116272,0.8465885438490659
volcanoes-a4,CatBoost,1363,152,5,0.13315863116201293,0.31143463352820805,0.05703860893845558,0.9144737124443054,0.707846598001197
volcanoes-a4,ExtraTrees,1363,152,5,0.13206278213389377,0.30657931344551265,0.0453367754817009,0.9210526347160339,0.7761403501499444
volcanoes-a4,LightGBM,1363,152,5,0.1305597011636507,0.30125165496292444,0.04118778184056282,0.9144737124443054,0.7437003890518099
volcanoes-a4,LinearModel,1363,152,5,0.13073024277089587,0.3047738083559354,0.04349999502301216,0.9144737124443054,0.7594571900554001
volcanoes-a4,NeuralNetFastAI,1363,152,5,0.12682626653233425,0.2958263920070351,0.04689018428325653,0.9144737124443054,0.7319574498105794
volcanoes-a4,NeuralNetTorch,1363,152,5,0.13072517462939032,0.30441337493371523,0.05022965371608734,0.9144737124443054,0.6634406908415258
volcanoes-a4,RandomForest,1363,152,5,0.1312130477321258,0.3090600873450889,0.03672167658805847,0.9144737124443054,0.8611374259926379
volcanoes-a4,XGBoost,1363,152,5,0.13286907430552944,0.31298779066696514,0.04668183997273445,0.9144737124443054,0.6948503470048308
volcanoes-b1,CatBoost,9158,1018,5,0.053799830838653306,0.13947170430162936,0.007991466671228409,0.9675834774971008,1.9168597580865026
volcanoes-b1,ExtraTrees,9158,1018,5,0.05348379207509708,0.139182631763433,0.010330588556826115,0.968565821647644,2.2505841369275004
volcanoes-b1,LightGBM,9158,1018,5,0.054856840683653346,0.14328843754302545,0.008723846636712551,0.9656188488006592,2.207233774010092
volcanoes-b1,LinearModel,9158,1018,5,0.054362059035773826,0.14155964533169457,0.006294221617281437,0.968565821647644,1.9509055798407644
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.053656407990057275,0.14022498115581203,0.009821313433349133,0.9695481061935425,1.9394362489692867
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.053498615557072256,0.1404257365497967,0.008248738944530487,0.9705304503440857,1.9554612701758742
volcanoes-b1,RandomForest,9158,1018,5,0.054192282932118266,0.13912727885327103,0.008502144366502762,0.9666011929512024,3.8964061429724097
volcanoes-b1,XGBoost,9158,1018,5,0.05317238403787765,0.1399095663431866,0.012305391021072865,0.968565821647644,2.012384417001158
volcanoes-b2,CatBoost,9601,1067,5,0.05058550001223905,0.1331828719042251,0.00799961294978857,0.9681349396705627,2.2017217008396983
volcanoes-b2,ExtraTrees,9601,1067,5,0.05025910441245037,0.13218950430819912,0.008012359030544758,0.9681349396705627,2.235043534077704
volcanoes-b2,LightGBM,9601,1067,5,0.05186604230040516,0.1367538728059567,0.009099607355892658,0.969072163105011,2.1891857320442796
volcanoes-b2,LinearModel,9601,1067,5,0.05013958286292621,0.13234884010578685,0.007824587635695934,0.969072163105011,2.302258698036894
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.05041070304202028,0.13178178484768083,0.009257464669644833,0.969072163105011,2.6523809561040252
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.05069949441086695,0.13309153066625454,0.010781615041196346,0.969072163105011,1.931134716141969
volcanoes-b2,RandomForest,9601,1067,5,0.05033343262019529,0.13379729076152228,0.01000363938510418,0.9709465503692627,2.0871309821959585
volcanoes-b2,XGBoost,9601,1067,5,0.050221706366440445,0.13411276667556152,0.0075597818940877914,0.9671977758407593,2.123544206144288
volcanoes-b5,CatBoost,8990,999,5,0.05618856749143983,0.13915525065983347,0.01538048591464758,0.966966986656189,1.9548188128974289
volcanoes-b5,ExtraTrees,8990,999,5,0.05763703907786809,0.14270595421520976,0.012866386212408543,0.965965986251831,2.1698639229871333
volcanoes-b5,LightGBM,8990,999,5,0.057226678104294104,0.14065668882786908,0.015061470679938793,0.9639639854431152,1.9911600900813937
volcanoes-b5,LinearModel,8990,999,5,0.05727572016876397,0.14127299602941482,0.01160911563783884,0.965965986251831,1.9249738710932434
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.05765298466364494,0.14087462060600447,0.011586119420826435,0.9649649858474731,1.9744509970769286
volcanoes-b5,NeuralNetTorch,8990,999,5,0.05715604548122225,0.14126704747339855,0.011149343103170395,0.9639639854431152,2.0199634060263634
volcanoes-b5,RandomForest,8990,999,5,0.05799034353631617,0.14373955825880483,0.01096893846988678,0.966966986656189,3.819074923871085
volcanoes-b5,XGBoost,8990,999,5,0.05518411399251863,0.1404406980139569,0.016125494614243507,0.966966986656189,2.0089516390580684
volcanoes-b6,CatBoost,9117,1013,5,0.06357449093656709,0.1679439161521795,0.011655151844024658,0.9624876379966736,2.605174317024648
volcanoes-b6,ExtraTrees,9117,1013,5,0.0634368634246706,0.1673366741759935,0.01230576355010271,0.9644619822502136,2.070549365133047
volcanoes-b6,LightGBM,9117,1013,5,0.06380498350610543,0.16781501166120275,0.01227282639592886,0.9634748101234436,1.784115474903956
volcanoes-b6,LinearModel,9117,1013,5,0.06382545275270224,0.16991365879115078,0.012737342156469822,0.9644619822502136,2.0185782611370087
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.06403152872718437,0.169287657492535,0.014629323035478592,0.9624876379966736,1.859509611967951
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.06435585085553465,0.17113518084780263,0.01787053607404232,0.9644619822502136,1.9753735680133104
volcanoes-b6,RandomForest,9117,1013,5,0.0641957370349266,0.16917046837000066,0.011207439005374908,0.9634748101234436,2.2493901669513434
volcanoes-b6,XGBoost,9117,1013,5,0.062331362675091845,0.16584574641151387,0.014917463064193726,0.9624876379966736,2.222845094045624
volcanoes-d1,CatBoost,7877,876,5,0.10001888558022512,0.2520380314613829,0.014486119151115417,0.9440639019012451,1.8440271879080683
volcanoes-d1,ExtraTrees,7877,876,5,0.10030978074941165,0.25325732809324775,0.012832402251660824,0.9440639019012451,2.2252824660390615
volcanoes-d1,LightGBM,7877,876,5,0.10018492899146082,0.25236045369607224,0.011074308305978775,0.9440639019012451,1.777409743051976
volcanoes-d1,LinearModel,7877,876,5,0.09975720527258793,0.25085178318870566,0.013315880671143532,0.9440639019012451,1.7294638080056757
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.10022202517111548,0.2521605009499872,0.008470661006867886,0.9440639019012451,1.7641614668536931
volcanoes-d1,NeuralNetTorch,7877,876,5,0.09995487875336956,0.2520760329734657,0.008922680281102657,0.9440639019012451,1.6928429810795933
volcanoes-d1,RandomForest,7877,876,5,0.10113349307873735,0.2564707887138858,0.014134506694972515,0.9440639019012451,2.452698856126517
volcanoes-d1,XGBoost,7877,876,5,0.09931964283032287,0.25119709073367846,0.012067865580320358,0.9440639019012451,1.7665233050938696
volcanoes-d4,CatBoost,7788,866,5,0.09652482428823261,0.2356846602483531,0.018406441435217857,0.943418025970459,1.7706934378948063
volcanoes-d4,ExtraTrees,7788,866,5,0.097001749158708,0.23820857736665524,0.014366510324180126,0.943418025970459,1.7988955490291119
volcanoes-d4,LightGBM,7788,866,5,0.09633860620311263,0.23648183505803028,0.017442479729652405,0.943418025970459,1.969215241027996
volcanoes-d4,LinearModel,7788,866,5,0.09712185698290444,0.2376706231263301,0.01504026260226965,0.943418025970459,1.6188071521464735
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.09760837951288805,0.2387753047725115,0.01734018512070179,0.943418025970459,1.5693087321706116
volcanoes-d4,NeuralNetTorch,7788,866,5,0.09763973804820247,0.2392262457335827,0.015944186598062515,0.943418025970459,1.5977516558486968
volcanoes-d4,RandomForest,7788,866,5,0.0967818421335365,0.23723231324906396,0.010104194283485413,0.943418025970459,1.8944759340956807
volcanoes-d4,XGBoost,7788,866,5,0.09706897436523991,0.237907267048367,0.01121109165251255,0.943418025970459,1.8479523689020425
volcanoes-e1,CatBoost,1064,119,5,0.16140143671437182,0.37455429496701104,0.035663675516843796,0.8991596698760986,0.802415570942685
volcanoes-e1,ExtraTrees,1064,119,5,0.16567261411836343,0.3839440875638408,0.05198400095105171,0.9075630307197571,0.6977476750034839
volcanoes-e1,LightGBM,1064,119,5,0.16118353510121064,0.38552297741358105,0.057682380080223083,0.9075630307197571,0.8518416390288621
volcanoes-e1,LinearModel,1064,119,5,0.16400288457147247,0.3845395115986347,0.05194506049156189,0.9075630307197571,0.9175037269014865
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.1576946221268071,0.36183439030466863,0.03743012994527817,0.9075630307197571,0.7754306639544666
volcanoes-e1,NeuralNetTorch,1064,119,5,0.16112395430340232,0.37598999105649944,0.04892105981707573,0.9075630307197571,0.6919574199710041
volcanoes-e1,RandomForest,1064,119,5,0.1699769896998554,0.4034970549502225,0.048552222549915314,0.9075630307197571,0.8545514040160924
volcanoes-e1,XGBoost,1064,119,5,0.16286617363433886,0.38888945026794863,0.031918980181217194,0.9075630307197571,0.6550252069719136
volkert,CatBoost,52479,5831,10,0.3878497745880731,0.7879400611098522,0.018978895619511604,0.709483802318573,97.56051288312301
volkert,ExtraTrees,52479,5831,10,0.41267255159650673,0.8518815763810795,0.014890588819980621,0.6979934573173523,106.71222199406475
volkert,LightGBM,52479,5831,10,0.35679361432902784,0.7246451804135109,0.012014131993055344,0.7379523515701294,104.00792840798385
volkert,LinearModel,52479,5831,10,0.5178877867050089,1.0857153112733178,0.0180750023573637,0.6108729243278503,149.0335044991225
volkert,NeuralNetFastAI,52479,5831,10,0.35739138049253655,0.7262095859673113,0.027550313621759415,0.7405247688293457,91.95693351398222
volkert,NeuralNetTorch,52479,5831,10,0.38525579538057936,0.7795794059588507,0.024440515786409378,0.7135997414588928,86.66776589793153
volkert,RandomForest,52479,5831,10,0.41369411360710034,0.8568310689755836,0.017305726185441017,0.6950780153274536,105.07160342182033
volkert,XGBoost,52479,5831,10,0.3749700911014436,0.7669997035847188,0.01227976568043232,0.7237180471420288,123.94766543596052
wall-robot-navigation,CatBoost,4910,546,4,0.003736994527291236,0.007751622909569905,0.006347345188260078,1.0,1.5934026120230556
wall-robot-navigation,ExtraTrees,4910,546,4,0.02794231079069679,0.05166371370154998,0.009463482536375523,0.9816849827766418,2.2262701489962637
wall-robot-navigation,LightGBM,4910,546,4,0.0043146171126668695,0.008761309201296062,0.00618181424215436,0.9963369965553284,2.0013334010727704
wall-robot-navigation,LinearModel,4910,546,4,0.26765702116988505,0.45939679358627705,0.052341312170028687,0.8095238208770752,6.643451039912179
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.046627712050456474,0.0884308022864355,0.016900263726711273,0.970695972442627,2.0523299670312554
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.051457809897843605,0.10186469618411931,0.021506087854504585,0.9652014374732971,1.9318624830339104
wall-robot-navigation,RandomForest,4910,546,4,0.013536950603054798,0.029058930770780995,0.006335220765322447,0.9926739931106567,1.5250970260240138
wall-robot-navigation,XGBoost,4910,546,4,0.009328908907609275,0.013438166943858736,0.007002121768891811,0.9908424615859985,2.291186817921698
waveform-5000,CatBoost,4500,500,3,0.19798933728911275,0.3127979347505654,0.036871083080768585,0.8539999723434448,2.08418474602513
waveform-5000,ExtraTrees,4500,500,3,0.2103159298777858,0.32053499932059903,0.042672716081142426,0.8320000171661377,1.74049255810678
waveform-5000,LightGBM,4500,500,3,0.198695049363998,0.31236991676718734,0.03283889591693878,0.8479999899864197,1.7492282500024885
waveform-5000,LinearModel,4500,500,3,0.18391334634328915,0.2886231098440018,0.01972874067723751,0.8659999966621399,1.8302652789279819
waveform-5000,NeuralNetFastAI,4500,500,3,0.18227300649037123,0.2812831933618752,0.033051807433366776,0.8600000143051147,1.5953353960067034
waveform-5000,NeuralNetTorch,4500,500,3,0.1825579874606738,0.28805597408914463,0.02355099283158779,0.8619999885559082,1.3618137361481786
waveform-5000,RandomForest,4500,500,3,0.22508125967271736,0.3459478555170823,0.030020197853446007,0.828000009059906,1.6974501828663051
waveform-5000,XGBoost,4500,500,3,0.20223417639381303,0.3181431298684941,0.029772788286209106,0.8479999899864197,1.8734232468996197
wine-quality-red,CatBoost,1439,160,6,0.44697401976939644,0.8284368890263961,0.06997611373662949,0.6937500238418579,1.2990345370490104
wine-quality-red,ExtraTrees,1439,160,6,0.4108919665032348,0.7613178049573173,0.08666497468948364,0.668749988079071,1.4048673999495804
wine-quality-red,LightGBM,1439,160,6,0.43985397651489244,0.8239909515325262,0.06905078887939453,0.699999988079071,1.049640025012195
wine-quality-red,LinearModel,1439,160,6,0.5630550810873054,0.989084104208402,0.06777040660381317,0.550000011920929,1.0702320199925452
wine-quality-red,NeuralNetFastAI,1439,160,6,0.5293172252172105,0.9454827764342706,0.10546030104160309,0.543749988079071,1.1777078399900347
wine-quality-red,NeuralNetTorch,1439,160,6,0.4979368909287031,0.9119142081199361,0.07984468340873718,0.637499988079071,1.0324697438627481
wine-quality-red,RandomForest,1439,160,6,0.4200854198866189,0.8013039802829842,0.08798308670520782,0.7124999761581421,1.3335780170746148
wine-quality-red,XGBoost,1439,160,6,0.4400707161609144,0.8222708170065534,0.049451716244220734,0.668749988079071,1.1572715230286121
wine-quality-white,CatBoost,4408,490,7,0.3954911860083096,0.7508560652135945,0.06501259654760361,0.722449004650116,3.547628097003326
wine-quality-white,ExtraTrees,4408,490,7,0.3705945124110859,0.6927943165003546,0.03944751247763634,0.7244898080825806,3.2218629599083215
wine-quality-white,LightGBM,4408,490,7,0.3719037592354114,0.7100975205707395,0.07650388777256012,0.7204081416130066,2.8460551239550114
wine-quality-white,LinearModel,4408,490,7,0.5491616174604663,1.0199741189087232,0.054090458899736404,0.581632673740387,4.58780800900422
wine-quality-white,NeuralNetFastAI,4408,490,7,0.5112133652457561,0.936728878714969,0.052880655974149704,0.6081632375717163,2.6388396648690104
wine-quality-white,NeuralNetTorch,4408,490,7,0.5117497867768873,0.9345787997161336,0.05693195015192032,0.6102041006088257,2.03745572688058
wine-quality-white,RandomForest,4408,490,7,0.37891680307006625,0.7122329095641439,0.0498913899064064,0.7102040648460388,3.1609973520971835
wine-quality-white,XGBoost,4408,490,7,0.3833487795469082,0.72840374137329,0.0571773499250412,0.722449004650116,3.125196910928935
