dataset,model,cal_size,test_size,n_classes,Spline_brier,Spline_logloss,Spline_ece-15,Spline_accuracy,Spline_time
semeion,ExtraTrees,1433,160,10,0.15821748551950363,0.39273082377627777,0.05883222073316574,0.887499988079071,2.7303675659932196
semeion,LightGBM,1433,160,10,0.13071719812321342,0.30055231422639106,0.0543513298034668,0.918749988079071,3.4158318010158837
semeion,LinearModel,1433,160,10,0.1352704906071598,0.2822526214590524,0.07281336188316345,0.9125000238418579,3.1347105992026627
semeion,NeuralNetFastAI,1433,160,10,0.10420235161169403,0.2174798071849028,0.0645248219370842,0.925000011920929,3.22969721397385
semeion,NeuralNetTorch,1433,160,10,0.1085097625911943,0.22525751877350525,0.0666312500834465,0.9312499761581421,2.9220679549034685
semeion,RandomForest,1433,160,10,0.1653405920413785,0.4103151137556667,0.06850730627775192,0.8812500238418579,2.7504472478758544
semeion,XGBoost,1433,160,10,0.13166199256155225,0.28701846464688946,0.04680204018950462,0.90625,3.288105608196929
soybean,CatBoost,614,69,19,0.10491913660142577,0.15615884176599817,0.08356460928916931,0.9275362491607666,2.915344521170482
soybean,ExtraTrees,614,69,19,0.08668396184727607,0.13660446319223007,0.0494990311563015,0.9420289993286133,2.7648256910033524
soybean,LightGBM,614,69,19,0.07351851790231796,0.12339045836045041,0.04235805571079254,0.95652174949646,3.014770910842344
soybean,LinearModel,614,69,19,0.11491571351668077,0.2209362508980289,0.05406564101576805,0.9275362491607666,2.900502644944936
soybean,NeuralNetFastAI,614,69,19,0.10121107081752498,0.1559213507786934,0.045355379581451416,0.9420289993286133,3.1232481109909713
soybean,NeuralNetTorch,614,69,19,0.11586722619252832,0.1962482465395358,0.0733056589961052,0.9275362491607666,3.019266105024144
soybean,RandomForest,614,69,19,0.09990468032542037,0.17304134850434566,0.08440529555082321,0.9420289993286133,2.766113732010126
soybean,XGBoost,614,69,19,0.09697365379417341,0.1715074033646018,0.0638069435954094,0.95652174949646,2.7647148510441184
splice,CatBoost,2871,319,3,0.05806817714455721,0.11261977610916592,0.015453442931175232,0.962382435798645,1.6225406830199063
splice,ExtraTrees,2871,319,3,0.08307120960772713,0.15417986135037623,0.03324812650680542,0.9467084407806396,1.6214050680864602
splice,LightGBM,2871,319,3,0.06142563867071572,0.1191287229743379,0.02170347236096859,0.9655172228813171,1.4229708360508084
splice,LinearModel,2871,319,3,0.09161733670131107,0.18225530876201324,0.028111319988965988,0.9435736536979675,2.0344718580599874
splice,NeuralNetFastAI,2871,319,3,0.05551785739780147,0.10848986343656744,0.024851351976394653,0.9592476487159729,1.4431193810887635
splice,NeuralNetTorch,2871,319,3,0.06504616880170262,0.12530426891315616,0.01892256736755371,0.9561128616333008,1.5896971609909087
splice,RandomForest,2871,319,3,0.08228183958052643,0.148872769941672,0.020322542637586594,0.9435736536979675,1.595380692044273
splice,XGBoost,2871,319,3,0.05254052178660878,0.10016743272875168,0.022824101150035858,0.9655172228813171,1.4900488299317658
steel-plates-fault,CatBoost,1746,195,7,0.24175952297225028,0.4729825679064682,0.040356557816267014,0.8102564215660095,2.611127173062414
steel-plates-fault,ExtraTrees,1746,195,7,0.26425261711229625,0.5080242078931773,0.09485320001840591,0.8153846263885498,2.4446614638436586
steel-plates-fault,LightGBM,1746,195,7,0.24513200661010243,0.489094794177724,0.044832486659288406,0.8205128312110901,2.557870342861861
steel-plates-fault,LinearModel,1746,195,7,0.3531175191335639,0.6659867463017971,0.08289924263954163,0.7487179636955261,2.8098599519580603
steel-plates-fault,NeuralNetFastAI,1746,195,7,0.3043819752572429,0.5757509224820113,0.08790747821331024,0.800000011920929,2.522717896848917
steel-plates-fault,NeuralNetTorch,1746,195,7,0.33178237477704237,0.6137520027055815,0.06604752689599991,0.7333333492279053,2.345249117119238
steel-plates-fault,RandomForest,1746,195,7,0.2510903862290998,0.48406419004815954,0.048146482557058334,0.8256410360336304,2.2477348351385444
steel-plates-fault,XGBoost,1746,195,7,0.24249943284711536,0.4823565684137026,0.06430660933256149,0.8205128312110901,2.55963239306584
synthetic_control,CatBoost,540,60,6,0.0030427674215713603,0.012333433547253364,0.011245003901422024,1.0,1.0483871910255402
synthetic_control,ExtraTrees,540,60,6,0.005639020863437702,0.025348186958397925,0.023683372884988785,1.0,0.936679398175329
synthetic_control,LightGBM,540,60,6,2.3650919384065395e-05,0.0007394988625896164,0.0007336735725402832,1.0,1.028842278989032
synthetic_control,LinearModel,540,60,6,0.0013676956318522014,0.010043792731362938,0.009665269404649734,1.0,1.139839863870293
synthetic_control,NeuralNetFastAI,540,60,6,9.907233742948721e-05,0.0013196240531849746,0.0012908577919006348,1.0,0.9467709250748158
synthetic_control,NeuralNetTorch,540,60,6,0.013374059125250774,0.02566471791695884,0.02122390829026699,1.0,0.9539601001888514
synthetic_control,RandomForest,540,60,6,0.008192020082415563,0.034794120339466966,0.03227558732032776,1.0,0.9839358818717301
synthetic_control,XGBoost,540,60,6,0.010861493136993602,0.025567878140990718,0.019695507362484932,0.9833333492279053,0.8841489187907428
texture,CatBoost,4950,550,11,0.010839129721987502,0.02161502076710781,0.007168195676058531,0.9927272796630859,7.497772508999333
texture,ExtraTrees,4950,550,11,0.021405480222454153,0.04137371271177496,0.01201651245355606,0.9854545593261719,5.75280626793392
texture,LightGBM,4950,550,11,0.006061056297775293,0.014310053523222179,0.004874724894762039,0.996363639831543,6.999730285955593
texture,LinearModel,4950,550,11,0.007368879616888884,0.014109872874402875,0.0034706888254731894,0.9945454597473145,5.808193063130602
texture,NeuralNetFastAI,4950,550,11,0.005809501653402032,0.010260969328350113,0.003789088223129511,0.996363639831543,5.903753623133525
texture,NeuralNetTorch,4950,550,11,0.004015880593205395,0.006675790447674991,0.0019317506812512875,0.9981818199157715,6.865370218176395
texture,RandomForest,4950,550,11,0.02927486088025886,0.054955909576642564,0.019101988524198532,0.9818181991577148,6.147067917976528
texture,XGBoost,4950,550,11,0.014107208086852428,0.029842081016682547,0.008311064913868904,0.9890909194946289,7.4581288089975715
vehicle,CatBoost,761,85,4,0.27193955361475974,0.44694368774488324,0.08108671009540558,0.7882353067398071,0.7169451268855482
vehicle,ExtraTrees,761,85,4,0.26788519093765567,0.5116367319138994,0.06651821732521057,0.800000011920929,0.8252737168222666
vehicle,LightGBM,761,85,4,0.26539180421224806,0.4204014538738166,0.0778559148311615,0.8235294222831726,0.7626768560148776
vehicle,LinearModel,761,85,4,0.2104408350243792,0.34431099265400855,0.07890608161687851,0.8470588326454163,0.8285722718574107
vehicle,NeuralNetFastAI,761,85,4,0.1806429192169825,0.32909203948612853,0.06646780669689178,0.8941176533699036,0.8760208799503744
vehicle,NeuralNetTorch,761,85,4,0.180922909785132,0.30174853861010326,0.058041591197252274,0.8705882430076599,0.7871306180022657
vehicle,RandomForest,761,85,4,0.27679036425107956,0.48151958650941706,0.07854481786489487,0.7764706015586853,0.8055124930106103
vehicle,XGBoost,761,85,4,0.28785122793545037,0.48318239132138213,0.0653214380145073,0.800000011920929,0.7305643621366471
volcanoes-a2,CatBoost,1460,163,5,0.11404006646908077,0.24863569152226786,0.05020173639059067,0.9018405079841614,1.0941604049876332
volcanoes-a2,ExtraTrees,1460,163,5,0.11353819842265585,0.2493567708358415,0.041651543229818344,0.9141104221343994,1.3541902177967131
volcanoes-a2,LightGBM,1460,163,5,0.10860991387244957,0.2368184345158874,0.04987480863928795,0.9202454090118408,1.3346486070659012
volcanoes-a2,LinearModel,1460,163,5,0.11059442242304955,0.2441145770516727,0.050693970173597336,0.9202454090118408,1.5798221898730844
volcanoes-a2,NeuralNetFastAI,1460,163,5,0.110656524632787,0.24272657024242603,0.0424947626888752,0.9141104221343994,1.1566620040684938
volcanoes-a2,NeuralNetTorch,1460,163,5,0.11053102835424798,0.24086082285460836,0.05201712250709534,0.9263803958892822,1.3660984821617603
volcanoes-a2,RandomForest,1460,163,5,0.11557780256142122,0.25229970822660436,0.06221422553062439,0.9141104221343994,1.3324498920701444
volcanoes-a2,XGBoost,1460,163,5,0.1135085880185922,0.2585919203742123,0.037038013339042664,0.9141104221343994,1.2071767249144614
volcanoes-a3,CatBoost,1368,153,5,0.1397419860787369,0.29691272241719857,0.056062813848257065,0.8954248428344727,1.0944945998489857
volcanoes-a3,ExtraTrees,1368,153,5,0.14006573477505793,0.30994398797027745,0.05738694593310356,0.9019607901573181,1.4924854098353535
volcanoes-a3,LightGBM,1368,153,5,0.14032548722834354,0.2995112382401864,0.059605784714221954,0.8954248428344727,1.188149173045531
volcanoes-a3,LinearModel,1368,153,5,0.14206084488555484,0.3160801051556076,0.04659860581159592,0.8823529481887817,1.1715915049426258
volcanoes-a3,NeuralNetFastAI,1368,153,5,0.14212570567812827,0.31942460660914807,0.0479360967874527,0.8888888955116272,1.121139301918447
volcanoes-a3,NeuralNetTorch,1368,153,5,0.1388570748132807,0.30302247989920117,0.044096436351537704,0.8888888955116272,1.566418617963791
volcanoes-a3,RandomForest,1368,153,5,0.1395750347121588,0.29772694462551436,0.07350325584411621,0.8823529481887817,1.2596116671338677
volcanoes-a3,XGBoost,1368,153,5,0.14538479002856977,0.3126387011550691,0.04850057512521744,0.8823529481887817,0.9919547711033374
volcanoes-a4,CatBoost,1363,152,5,0.1314139357175561,0.30962407064140957,0.04436245560646057,0.9144737124443054,1.189580168807879
volcanoes-a4,ExtraTrees,1363,152,5,0.13150033540389067,0.30298946789729797,0.05229366570711136,0.9144737124443054,1.312355367001146
volcanoes-a4,LightGBM,1363,152,5,0.12924646540829868,0.29577350310153866,0.0518212728202343,0.9144737124443054,1.1122132109012455
volcanoes-a4,LinearModel,1363,152,5,0.1319948104161018,0.30635192603687555,0.03885524347424507,0.9078947305679321,1.0560875381343067
volcanoes-a4,NeuralNetFastAI,1363,152,5,0.13039783277066147,0.3071476203377706,0.058259326964616776,0.9078947305679321,1.2732064810115844
volcanoes-a4,NeuralNetTorch,1363,152,5,0.12927679105702927,0.2933995982148104,0.061950016766786575,0.9144737124443054,1.3133981779683381
volcanoes-a4,RandomForest,1363,152,5,0.13565479486575194,0.31674920905781223,0.04338730126619339,0.9078947305679321,1.3443030631169677
volcanoes-a4,XGBoost,1363,152,5,0.13519933213142876,0.3230898181028985,0.04424579441547394,0.9144737124443054,0.9597635639365762
volcanoes-b1,CatBoost,9158,1018,5,0.05450438922766782,0.1393578591122302,0.009724084287881851,0.968565821647644,3.1278402861207724
volcanoes-b1,ExtraTrees,9158,1018,5,0.05454416267011699,0.14270449181539147,0.009628901258111,0.968565821647644,4.253503545885906
volcanoes-b1,LightGBM,9158,1018,5,0.05603175005477294,0.1461463126751294,0.008267777040600777,0.9666011929512024,3.431212153052911
volcanoes-b1,LinearModel,9158,1018,5,0.05458222468259178,0.14173361087080363,0.007560958620160818,0.968565821647644,3.9061805040109903
volcanoes-b1,NeuralNetFastAI,9158,1018,5,0.054318250541340714,0.14071275542350645,0.00550521956756711,0.968565821647644,3.8321953541599214
volcanoes-b1,NeuralNetTorch,9158,1018,5,0.05470440793635008,0.14231077627953503,0.010223512537777424,0.9695481061935425,4.168276309035718
volcanoes-b1,RandomForest,9158,1018,5,0.05488999410895109,0.14253370133339985,0.006818689405918121,0.9675834774971008,4.233079701894894
volcanoes-b1,XGBoost,9158,1018,5,0.054888061271474914,0.1436178518805993,0.009785275906324387,0.968565821647644,3.126919497968629
volcanoes-b2,CatBoost,9601,1067,5,0.0505762642044872,0.1338313786860297,0.008259128779172897,0.9681349396705627,3.062680831179023
volcanoes-b2,ExtraTrees,9601,1067,5,0.050317755119726186,0.13276945392070663,0.009583919309079647,0.9700093865394592,4.161261029075831
volcanoes-b2,LightGBM,9601,1067,5,0.05219764851014777,0.1388764162219787,0.01173554640263319,0.9671977758407593,3.870036317035556
volcanoes-b2,LinearModel,9601,1067,5,0.0509298526175551,0.13441145523836628,0.00821545161306858,0.9700093865394592,3.851948856841773
volcanoes-b2,NeuralNetFastAI,9601,1067,5,0.05051623149709008,0.13194245575025032,0.008027785457670689,0.9700093865394592,4.512296139029786
volcanoes-b2,NeuralNetTorch,9601,1067,5,0.05067338619776407,0.13345568054475077,0.009485545568168163,0.969072163105011,3.1804598059970886
volcanoes-b2,RandomForest,9601,1067,5,0.05073943813710643,0.1349211733812191,0.0094707440584898,0.969072163105011,3.9776638839393854
volcanoes-b2,XGBoost,9601,1067,5,0.05031708330467722,0.13403251087883034,0.00998922809958458,0.9681349396705627,2.948448507115245
volcanoes-b5,CatBoost,8990,999,5,0.05607684265344916,0.1370548758771472,0.012291447259485722,0.966966986656189,2.7844196970108896
volcanoes-b5,ExtraTrees,8990,999,5,0.05687890466571916,0.13931471524917008,0.012168067507445812,0.965965986251831,3.72636754414998
volcanoes-b5,LightGBM,8990,999,5,0.05724436894808354,0.1421147599244327,0.010712815448641777,0.9639639854431152,3.159885094035417
volcanoes-b5,LinearModel,8990,999,5,0.05681359799935048,0.14043176825815176,0.011157055385410786,0.9649649858474731,3.7279985598288476
volcanoes-b5,NeuralNetFastAI,8990,999,5,0.05710734443604932,0.140674718172713,0.012417548336088657,0.9639639854431152,3.832768904045224
volcanoes-b5,NeuralNetTorch,8990,999,5,0.056902519156859406,0.14288641313188116,0.007951672188937664,0.9649649858474731,2.8637453739065677
volcanoes-b5,RandomForest,8990,999,5,0.05837124754422458,0.14467856283397373,0.01415139902383089,0.9629629850387573,4.062275483971462
volcanoes-b5,XGBoost,8990,999,5,0.05551363774084939,0.1409448820468086,0.012598102912306786,0.9679679870605469,2.8368108621798456
volcanoes-b6,CatBoost,9117,1013,5,0.06336733532683765,0.16569835332889432,0.012053092941641808,0.9634748101234436,2.912922445917502
volcanoes-b6,ExtraTrees,9117,1013,5,0.06302976681171919,0.16615650733307738,0.011941452510654926,0.9644619822502136,3.582442537881434
volcanoes-b6,LightGBM,9117,1013,5,0.0629715687400243,0.165304964252992,0.009739158675074577,0.9634748101234436,3.740132994018495
volcanoes-b6,LinearModel,9117,1013,5,0.06377211463069114,0.16945619316347224,0.01568940281867981,0.9644619822502136,3.8310738150030375
volcanoes-b6,NeuralNetFastAI,9117,1013,5,0.06333804747961877,0.17160120553915434,0.01588139496743679,0.9644619822502136,4.45231516007334
volcanoes-b6,NeuralNetTorch,9117,1013,5,0.0637118448242577,0.16885625975550228,0.01796593889594078,0.9644619822502136,3.612072916002944
volcanoes-b6,RandomForest,9117,1013,5,0.064335850865618,0.16847208378360293,0.00889186654239893,0.9624876379966736,3.939759633038193
volcanoes-b6,XGBoost,9117,1013,5,0.061996315688258,0.16661791383742625,0.0061937361024320126,0.9634748101234436,3.1541191830765456
volcanoes-d1,CatBoost,7877,876,5,0.09971022967449314,0.2507247615115536,0.016327761113643646,0.9440639019012451,2.4084842179436237
volcanoes-d1,ExtraTrees,7877,876,5,0.09985544512230093,0.25611917023336683,0.011999364010989666,0.9440639019012451,3.5552560419309884
volcanoes-d1,LightGBM,7877,876,5,0.10028934704920353,0.25351127017558933,0.009648951701819897,0.9440639019012451,2.563000170979649
volcanoes-d1,LinearModel,7877,876,5,0.0996760289649471,0.2527336882868822,0.01060514710843563,0.9440639019012451,3.059809901053086
volcanoes-d1,NeuralNetFastAI,7877,876,5,0.09994852077589081,0.2534186303176905,0.0123197166249156,0.9440639019012451,4.00978791504167
volcanoes-d1,NeuralNetTorch,7877,876,5,0.09988816438744895,0.25359920688665194,0.01004575751721859,0.9440639019012451,3.2857430421281606
volcanoes-d1,RandomForest,7877,876,5,0.10067112346817202,0.2585246493171769,0.009418414905667305,0.9440639019012451,2.8630028190091252
volcanoes-d1,XGBoost,7877,876,5,0.0995836900694571,0.251928212667408,0.01155198272317648,0.9440639019012451,2.629282569978386
volcanoes-d4,CatBoost,7788,866,5,0.09679623594984332,0.2365432160865255,0.014971436932682991,0.943418025970459,2.7231786709744483
volcanoes-d4,ExtraTrees,7788,866,5,0.09771701263489331,0.23940089214803686,0.015153482556343079,0.943418025970459,3.177997976075858
volcanoes-d4,LightGBM,7788,866,5,0.09748827705893946,0.2387563542284797,0.014804719015955925,0.943418025970459,2.643137063132599
volcanoes-d4,LinearModel,7788,866,5,0.09666634169062609,0.23680336287860773,0.018698662519454956,0.943418025970459,3.1557169321458787
volcanoes-d4,NeuralNetFastAI,7788,866,5,0.0968077070580489,0.2370076144607633,0.018485311418771744,0.943418025970459,3.654550079954788
volcanoes-d4,NeuralNetTorch,7788,866,5,0.09694531291557199,0.2373617055998881,0.017497975379228592,0.943418025970459,3.74984235689044
volcanoes-d4,RandomForest,7788,866,5,0.09825621684749368,0.24395142198826258,0.014701788313686848,0.943418025970459,3.0885446339379996
volcanoes-d4,XGBoost,7788,866,5,0.09774385388605902,0.2418977643856711,0.013082865625619888,0.943418025970459,2.378172814846039
volcanoes-e1,CatBoost,1064,119,5,0.1566732252038195,0.3775457569775109,0.0294056236743927,0.9075630307197571,0.824228806886822
volcanoes-e1,ExtraTrees,1064,119,5,0.16344452160854273,0.3964734003096406,0.05155621096491814,0.9075630307197571,0.8882380488794297
volcanoes-e1,LightGBM,1064,119,5,0.16152710494406994,0.3972208156892124,0.03755476698279381,0.9075630307197571,0.7424638459924608
volcanoes-e1,LinearModel,1064,119,5,0.16446039650767108,0.38947470671015916,0.042300060391426086,0.9075630307197571,0.8688314089085907
volcanoes-e1,NeuralNetFastAI,1064,119,5,0.15715242293071155,0.3683284572898366,0.04859832674264908,0.9075630307197571,1.0214512259699404
volcanoes-e1,NeuralNetTorch,1064,119,5,0.16149277665602496,0.3942055388943414,0.036003079265356064,0.9075630307197571,0.8408676770050079
volcanoes-e1,RandomForest,1064,119,5,0.16821361946209953,0.41865701968561053,0.03593774139881134,0.9075630307197571,1.1581052399706095
volcanoes-e1,XGBoost,1064,119,5,0.1613391723634704,0.3930332682392804,0.05214197561144829,0.9075630307197571,0.833311480935663
volkert,CatBoost,52479,5831,10,0.3919093386805297,0.7954399873517412,0.015476157888770103,0.7081118226051331,59.894154879963025
volkert,ExtraTrees,52479,5831,10,0.4275483549425723,0.8836845965623575,0.022316910326480865,0.6817012429237366,68.02156964805909
volkert,LightGBM,52479,5831,10,0.36454395345866875,0.7396741617121234,0.015431257896125317,0.7304064631462097,60.22654265584424
volkert,LinearModel,52479,5831,10,0.5431380299428028,1.159134099570969,0.021639171987771988,0.5897787809371948,62.55640404205769
volkert,NeuralNetFastAI,52479,5831,10,0.3563684675428434,0.7238610348701993,0.03044961765408516,0.7425827383995056,58.0397400460206
volkert,NeuralNetTorch,52479,5831,10,0.38426491154590553,0.7766768053119321,0.023253044113516808,0.7175441384315491,60.02156179305166
volkert,RandomForest,52479,5831,10,0.4273797251688514,0.884232542867506,0.017023317515850067,0.6873606443405151,58.20526227611117
volkert,XGBoost,52479,5831,10,0.38545352779279657,0.7877770046183196,0.013314178213477135,0.7213171124458313,61.583871986018494
wall-robot-navigation,CatBoost,4910,546,4,0.004590409590538777,0.00747223850463693,0.004536573309451342,0.9963369965553284,2.9132866559084505
wall-robot-navigation,ExtraTrees,4910,546,4,0.02507569845619649,0.044220460706603695,0.009006515145301819,0.9853479862213135,2.198350566904992
wall-robot-navigation,LightGBM,4910,546,4,0.006343825951537489,0.00989342642386844,0.003608653089031577,0.9945054650306702,2.9429834061302245
wall-robot-navigation,LinearModel,4910,546,4,0.36090782309767144,0.6241949458964051,0.03970715031027794,0.7142857313156128,3.458411419065669
wall-robot-navigation,NeuralNetFastAI,4910,546,4,0.04756906161085177,0.09128082712114446,0.024276437237858772,0.970695972442627,3.283919742098078
wall-robot-navigation,NeuralNetTorch,4910,546,4,0.05178268174284466,0.09487613389222349,0.01310361921787262,0.9652014374732971,3.395730339922011
wall-robot-navigation,RandomForest,4910,546,4,0.011658066353327442,0.01961246729618509,0.006489235907793045,0.9926739931106567,1.8469127789139748
wall-robot-navigation,XGBoost,4910,546,4,0.008324180303690615,0.012803406609900505,0.006559391040354967,0.9926739931106567,2.804628430167213
waveform-5000,CatBoost,4500,500,3,0.19765369683066436,0.30904002590869295,0.04134795069694519,0.8420000076293945,2.2782029840163887
waveform-5000,ExtraTrees,4500,500,3,0.20738366263850644,0.31934284712583694,0.046930547803640366,0.8360000252723694,1.840250584995374
waveform-5000,LightGBM,4500,500,3,0.200716848893132,0.31483643849413695,0.03023097664117813,0.8519999980926514,2.065129108959809
waveform-5000,LinearModel,4500,500,3,0.1899145950696434,0.30864677378481525,0.018609166145324707,0.8640000224113464,2.3227394388522953
waveform-5000,NeuralNetFastAI,4500,500,3,0.1815120134022198,0.2805085593817098,0.026067577302455902,0.8640000224113464,2.1455600110348314
waveform-5000,NeuralNetTorch,4500,500,3,0.18134737038099663,0.27704266383743303,0.016594991087913513,0.8619999885559082,2.07818436389789
waveform-5000,RandomForest,4500,500,3,0.2247733475468049,0.34888056390069017,0.022969696670770645,0.8339999914169312,2.0102287619374692
waveform-5000,XGBoost,4500,500,3,0.20110764894539068,0.3171976052184128,0.025700606405735016,0.8619999885559082,2.022179747931659
wine-quality-red,CatBoost,1439,160,6,0.4349964975305635,0.8144203107627137,0.057979218661785126,0.706250011920929,1.675427621928975
wine-quality-red,ExtraTrees,1439,160,6,0.4005243903470439,0.7764693642849011,0.07912133634090424,0.706250011920929,1.7204950409941375
wine-quality-red,LightGBM,1439,160,6,0.43563431872520564,0.851176508286073,0.053502824157476425,0.7124999761581421,1.442704969085753
wine-quality-red,LinearModel,1439,160,6,0.5596206868190122,0.9919438946668272,0.10227163881063461,0.5375000238418579,1.5540335499681532
wine-quality-red,NeuralNetFastAI,1439,160,6,0.5286751895456947,0.9458598895393197,0.10376130044460297,0.5874999761581421,1.413902228930965
wine-quality-red,NeuralNetTorch,1439,160,6,0.49184797603557345,0.9073493176638291,0.0491175502538681,0.6499999761581421,1.4269503778778017
wine-quality-red,RandomForest,1439,160,6,0.42075870282682953,0.8218880546421466,0.05430445447564125,0.71875,1.6379074139986187
wine-quality-red,XGBoost,1439,160,6,0.431913543962463,0.8345804100029296,0.04508422687649727,0.699999988079071,1.4901186181232333
wine-quality-white,CatBoost,4408,490,7,0.39752796873479596,0.7620752012263428,0.07339674234390259,0.718367338180542,3.1929547309409827
wine-quality-white,ExtraTrees,4408,490,7,0.3718513930053273,0.7170485745848658,0.05290161445736885,0.7142857313156128,4.0721911189612
wine-quality-white,LightGBM,4408,490,7,0.38053672107283,0.7281487142518311,0.06406152993440628,0.7142857313156128,2.5902429670095444
wine-quality-white,LinearModel,4408,490,7,0.5674943787585549,1.077827091962087,0.046709250658750534,0.5612244606018066,3.8532193840947
wine-quality-white,NeuralNetFastAI,4408,490,7,0.5112334668680294,0.9340589052890863,0.045832060277462006,0.6204081773757935,3.8631669220048934
wine-quality-white,NeuralNetTorch,4408,490,7,0.5063852837181999,0.9249079255880952,0.057243797928094864,0.6061224341392517,3.291167621035129
wine-quality-white,RandomForest,4408,490,7,0.3831422862062042,0.7415921576956683,0.06747756898403168,0.704081654548645,3.714342229999602
wine-quality-white,XGBoost,4408,490,7,0.3917998602684782,0.7496304731950807,0.07345902174711227,0.7020407915115356,2.8687498499639332
