dataset,model,cal_size,test_size,n_classes,Venn-Abers_brier,Venn-Abers_logloss,Venn-Abers_ece-15,Venn-Abers_accuracy,Venn-Abers_time
dilbert,LinearModel,9000,1000,5,0.09193447591440215,0.16997702475882095,0.02626797743141651,0.9390000104904175,0.33782013901509345
dilbert,NeuralNetFastAI,9000,1000,5,0.021653322747965182,0.04517649469517148,0.019836848601698875,0.9900000095367432,1.0348802858497947
dilbert,NeuralNetTorch,9000,1000,5,0.01506976410622016,0.03735250243283334,0.020671885460615158,0.9900000095367432,1.625105667160824
dilbert,RandomForest,9000,1000,5,0.06587894930090311,0.12593668700129163,0.018455365672707558,0.9580000042915344,0.3261809160467237
dilbert,XGBoost,9000,1000,5,0.019518970943616792,0.040903786200986704,0.007055859547108412,0.9869999885559082,1.6748617920093238
dna,CatBoost,2867,319,3,0.06353061497946366,0.12082594426775695,0.027063272893428802,0.9561128616333008,0.18588673300109804
dna,ExtraTrees,2867,319,3,0.08208345281707714,0.16129569433326785,0.03392285108566284,0.9529780745506287,0.05195699096657336
dna,LightGBM,2867,319,3,0.06776397696029185,0.12910838947085396,0.02794725075364113,0.9561128616333008,0.1849588139448315
dna,LinearModel,2867,319,3,0.12026235323211532,0.2253516333422154,0.041364867240190506,0.931034505367279,0.0724835661239922
dna,NeuralNetFastAI,2867,319,3,0.07972306564288324,0.15559037184182362,0.035994093865156174,0.9467084407806396,0.17617952218279243
dna,NeuralNetTorch,2867,319,3,0.08374269281952869,0.1545606614960795,0.023171620443463326,0.9404388666152954,0.17875406006351113
dna,RandomForest,2867,319,3,0.09323794100082872,0.1707770522731421,0.03845418989658356,0.9404388666152954,0.045050517888739705
dna,XGBoost,2867,319,3,0.06252846406930165,0.12155337555068264,0.01845821738243103,0.962382435798645,0.1862637388985604
eucalyptus,CatBoost,662,74,5,0.415048824328423,0.7157929523186403,0.07421712577342987,0.662162184715271,0.07097499491646886
eucalyptus,ExtraTrees,662,74,5,0.37725353134333106,0.6574356219304395,0.09838490933179855,0.7027027010917664,0.031307403929531574
eucalyptus,LightGBM,662,74,5,0.37963376527314424,0.6656470047475872,0.13130906224250793,0.6756756901741028,0.06960749090649188
eucalyptus,LinearModel,662,74,5,0.44253614378247963,0.7651654875588312,0.06910582631826401,0.662162184715271,0.06130602699704468
eucalyptus,NeuralNetFastAI,662,74,5,0.40652919347876676,0.6779970914751404,0.1376323699951172,0.7162162065505981,0.06784301600418985
eucalyptus,NeuralNetTorch,662,74,5,0.4235070776691452,0.6923971556650372,0.045396145433187485,0.6486486196517944,0.06565477792173624
eucalyptus,RandomForest,662,74,5,0.4033733537662801,0.6931089314603682,0.11121926456689835,0.6756756901741028,0.033801634795963764
eucalyptus,XGBoost,662,74,5,0.41747541448933917,0.7288552091613625,0.09624909609556198,0.662162184715271,0.06790397502481937
eye_movements,CatBoost,9842,1094,3,0.35398124093301747,0.5984421999928348,0.031300876289606094,0.7340036630630493,0.3125700429081917
eye_movements,ExtraTrees,9842,1094,3,0.318764168573367,0.5453061809467914,0.04115482419729233,0.7760511636734009,0.0874935369938612
eye_movements,LightGBM,9842,1094,3,0.2792615252703613,0.48369020011872316,0.039701756089925766,0.8089579343795776,0.37378120608627796
eye_movements,LinearModel,9842,1094,3,0.5655132952601881,0.9196144765816929,0.029313500970602036,0.5027422308921814,0.16563488100655377
eye_movements,NeuralNetFastAI,9842,1094,3,0.4337370043029245,0.7208443465085442,0.03891027718782425,0.6709323525428772,0.2242943039163947
eye_movements,NeuralNetTorch,9842,1094,3,0.4174485786292039,0.6963352164630531,0.062456898391246796,0.6837294101715088,0.24325269600376487
eye_movements,RandomForest,9842,1094,3,0.37976545248471727,0.6408538957820706,0.02531607821583748,0.7157221436500549,0.06916782609187067
eye_movements,XGBoost,9842,1094,3,0.31900123697136284,0.5457154878339908,0.031666532158851624,0.7678244709968567,0.34543270501308143
fabert,CatBoost,7413,824,7,0.3494438484593264,0.7070965014684005,0.053252194076776505,0.7390776872634888,0.8008510959334671
fabert,ExtraTrees,7413,824,7,0.3699482855104002,0.7304835807545176,0.051561228930950165,0.7026699185371399,0.4666336558293551
fabert,LightGBM,7413,824,7,0.35429915312313376,0.7042592714577324,0.04550767317414284,0.7208737730979919,0.9002673290669918
fabert,LinearModel,7413,824,7,0.4812908350623343,1.0035139024441164,0.08170568943023682,0.6298543810844421,0.3278837730176747
fabert,NeuralNetFastAI,7413,824,7,0.3838003004945116,0.7789613971587301,0.042237572371959686,0.7172330021858215,0.8150534520391375
fabert,NeuralNetTorch,7413,824,7,0.4154691971073958,0.8442740146250138,0.08318944275379181,0.7026699185371399,0.6985058630816638
fabert,RandomForest,7413,824,7,0.37898269094276,0.7522290018046901,0.04639429599046707,0.708737850189209,0.4244677731767297
fabert,XGBoost,7413,824,7,0.3589621743789909,0.7392730920410416,0.0381428562104702,0.7233009934425354,0.7406008709222078
first-order-theorem-proving,CatBoost,5506,612,6,0.5057826954246196,1.042311522511462,0.05817965045571327,0.6225489974021912,0.3110421698074788
first-order-theorem-proving,ExtraTrees,5506,612,6,0.5100541632866248,1.0503984732602014,0.037455763667821884,0.6111111044883728,0.26991406502202153
first-order-theorem-proving,LightGBM,5506,612,6,0.5099566132342017,1.0503715629661285,0.048489637672901154,0.6160130500793457,0.3105540410615504
first-order-theorem-proving,LinearModel,5506,612,6,0.6466121931951057,1.3702191020263477,0.06009918823838234,0.4869281053543091,0.20149172097444534
first-order-theorem-proving,NeuralNetFastAI,5506,612,6,0.5586117047143896,1.162545632635981,0.050443392246961594,0.5718954205513,0.2670300779864192
first-order-theorem-proving,NeuralNetTorch,5506,612,6,0.5468390611281583,1.1303852913624446,0.04126991704106331,0.5718954205513,0.28346973191946745
first-order-theorem-proving,RandomForest,5506,612,6,0.5087824142616345,1.0426456437217175,0.047200269997119904,0.6062091588973999,0.27219104394316673
first-order-theorem-proving,XGBoost,5506,612,6,0.5035062972152866,1.0409991138177845,0.05590306222438812,0.6258170008659363,0.32989903702400625
har,CatBoost,9269,1030,6,0.0051761237668495105,0.01396168341577313,0.010394971817731857,0.9970873594284058,1.4523372740950435
har,ExtraTrees,9269,1030,6,0.020199748761008555,0.037794450787497984,0.012860115617513657,0.9873786568641663,0.19078266597352922
har,LightGBM,9269,1030,6,0.003195720838875594,0.011130501269466636,0.008707894012331963,0.9980582594871521,0.4855561030562967
har,LinearModel,9269,1030,6,0.015329161139025499,0.03187120053247921,0.011369206942617893,0.9902912378311157,0.8335676959250122
har,NeuralNetFastAI,9269,1030,6,0.007701512494272068,0.021821274716647854,0.016002850607037544,0.9970873594284058,0.6135766999796033
har,NeuralNetTorch,9269,1030,6,0.008395162967815471,0.020565821354687614,0.012285650707781315,0.9941747784614563,0.8633976290002465
har,RandomForest,9269,1030,6,0.029962620013056013,0.05631010676587674,0.01023599412292242,0.9825242757797241,0.13914447207935154
har,XGBoost,9269,1030,6,0.005902694984495647,0.014757614457884498,0.008990154601633549,0.9961165189743042,2.253457331098616
isolet,CatBoost,7017,780,26,0.07179799545553672,0.15163722276537023,0.030259322375059128,0.9487179517745972,6.2621083171106875
isolet,ExtraTrees,7017,780,26,0.09047114028216661,0.2063821023786105,0.04877762123942375,0.9384615421295166,0.9120831410400569
isolet,LightGBM,7017,780,26,0.057054940151623657,0.13121379856250084,0.037092890590429306,0.9615384340286255,6.50371439405717
isolet,LinearModel,7017,780,26,0.06157387031297984,0.14463884918059547,0.04870504513382912,0.9564102292060852,2.386881534010172
isolet,NeuralNetFastAI,7017,780,26,0.04830359311132514,0.11569254150601035,0.04559306800365448,0.971794843673706,3.814136115834117
isolet,NeuralNetTorch,7017,780,26,0.062412343849906245,0.14639740095252024,0.04766252264380455,0.9666666388511658,6.352940175216645
isolet,RandomForest,7017,780,26,0.11152016615478587,0.2599432121981909,0.0543481782078743,0.9205127954483032,0.7548343380913138
isolet,XGBoost,7017,780,26,0.06691585167857982,0.15492301575433792,0.030490847304463387,0.9538461565971375,7.3034637831151485
jungle_chess_2pcs_raw_endgame_complete,CatBoost,40337,4482,3,0.15277479715672268,0.23051517249760548,0.013763497583568096,0.8652387261390686,5.472089624032378
jungle_chess_2pcs_raw_endgame_complete,ExtraTrees,40337,4482,3,0.17043474172779793,0.26819044142540366,0.00821306835860014,0.8618919849395752,2.178876493126154
jungle_chess_2pcs_raw_endgame_complete,LightGBM,40337,4482,3,0.1314502321542943,0.1967507756576864,0.012756666168570518,0.8837572336196899,4.994045458035544
jungle_chess_2pcs_raw_endgame_complete,LinearModel,40337,4482,3,0.4246538749434398,0.7124963042920981,0.014976562932133675,0.6800535321235657,2.0446556131355464
jungle_chess_2pcs_raw_endgame_complete,NeuralNetFastAI,40337,4482,3,0.1013242088536407,0.15127017538632387,0.010885071940720081,0.9103078842163086,7.474801555974409
jungle_chess_2pcs_raw_endgame_complete,NeuralNetTorch,40337,4482,3,0.024253583726581728,0.04315504276162096,0.013730554841458797,0.9848281741142273,2.456358256051317
jungle_chess_2pcs_raw_endgame_complete,RandomForest,40337,4482,3,0.17645761759832174,0.27737089394934217,0.0052682142704725266,0.8500669598579407,0.9625709289684892
jungle_chess_2pcs_raw_endgame_complete,XGBoost,40337,4482,3,0.13048033843103243,0.19391748444617876,0.010186278261244297,0.8868808746337891,3.933060346869752
kr-vs-k,CatBoost,25250,2806,18,0.13177878302677704,0.26986818999186707,0.03406939655542374,0.9191019535064697,16.256856090854853
kr-vs-k,ExtraTrees,25250,2806,18,0.17632521976966156,0.3796465872749349,0.04889018461108208,0.883107602596283,0.6782981310971081
kr-vs-k,LightGBM,25250,2806,18,0.11796474258137435,0.2460554157218878,0.04479551315307617,0.928011417388916,5.41273914789781
kr-vs-k,LinearModel,25250,2806,18,0.7858872973884548,1.8233323894462012,0.026151571422815323,0.34283676743507385,8.671942914836109
kr-vs-k,NeuralNetFastAI,25250,2806,18,0.1604980269464892,0.30104648061511463,0.05135510116815567,0.891660749912262,13.907659699907526
kr-vs-k,NeuralNetTorch,25250,2806,18,0.11725856462634358,0.22465207665915898,0.05534052476286888,0.9240912199020386,8.279217548901215
kr-vs-k,RandomForest,25250,2806,18,0.163328531920253,0.36179940882501327,0.03650391101837158,0.8909479975700378,0.44878061418421566
kr-vs-k,XGBoost,25250,2806,18,0.11749730148170957,0.23759226490492005,0.03862633928656578,0.9283677935600281,20.306775640929118
led24,CatBoost,2880,320,10,0.39828390057188356,0.8393404250924164,0.05510531738400459,0.71875,0.6038797420915216
led24,ExtraTrees,2880,320,10,0.4023555486399567,0.8415922037354351,0.0575576089322567,0.706250011920929,0.41429731994867325
led24,LightGBM,2880,320,10,0.4030934117266348,0.858030291260571,0.09002195298671722,0.721875011920929,0.6026416840031743
led24,LinearModel,2880,320,10,0.39310085349220675,0.8237674530132129,0.05258460342884064,0.7124999761581421,0.6212067177984864
led24,NeuralNetFastAI,2880,320,10,0.38380498999053536,0.8076426947971667,0.06251637637615204,0.7250000238418579,0.6115103501360863
led24,NeuralNetTorch,2880,320,10,0.3885665548600284,0.8146570267512366,0.10777093470096588,0.734375,0.6379077860619873
led24,RandomForest,2880,320,10,0.400337667222287,0.8384692473278502,0.07130315899848938,0.7093750238418579,0.41716135502792895
led24,XGBoost,2880,320,10,0.4059445655486935,0.8658637352626734,0.058261509984731674,0.7124999761581421,0.608752943109721
letter,CatBoost,18000,2000,26,0.03441813620914035,0.0793039653129149,0.017360573634505272,0.9764999747276306,12.841723368037492
letter,ExtraTrees,18000,2000,26,0.04540175525814807,0.10035202939981278,0.026888083666563034,0.9725000262260437,1.7443381489720196
letter,LightGBM,18000,2000,26,0.03605233830568564,0.0849701299696869,0.019736111164093018,0.9785000085830688,13.450520017882809
letter,LinearModel,18000,2000,26,0.29926764239385384,0.7628072197324511,0.05595395714044571,0.796999990940094,9.389174902113155
letter,NeuralNetFastAI,18000,2000,26,0.022121114564656718,0.05389813079765689,0.018185660243034363,0.9854999780654907,2.727371874032542
letter,NeuralNetTorch,18000,2000,26,0.023505174797925483,0.056505268150229125,0.022423913702368736,0.984499990940094,3.3873601460363716
letter,RandomForest,18000,2000,26,0.05817271978411396,0.13152507031480473,0.03595729172229767,0.9674999713897705,1.2854198741260916
letter,XGBoost,18000,2000,26,0.03906655691945922,0.08989925219840837,0.019669484347105026,0.9764999747276306,17.83345811604522
mfeat-factors,CatBoost,1800,200,10,0.043667919614163074,0.1210217333396531,0.04306395724415779,0.9800000190734863,0.4997395258396864
mfeat-factors,ExtraTrees,1800,200,10,0.05393343237719018,0.14458969635282562,0.050218015909194946,0.9700000286102295,0.15556166600435972
mfeat-factors,LightGBM,1800,200,10,0.04380665960702402,0.12674073139138234,0.048008210957050323,0.9800000190734863,0.4313129149377346
mfeat-factors,LinearModel,1800,200,10,0.03934211533135842,0.10698745401589611,0.05212082713842392,0.9750000238418579,0.3449637610465288
mfeat-factors,NeuralNetFastAI,1800,200,10,0.030404017000427327,0.08546660137054345,0.051756251603364944,0.9750000238418579,0.5452746590599418
mfeat-factors,NeuralNetTorch,1800,200,10,0.03149194023778574,0.09340813470876093,0.03950804844498634,0.9850000143051147,0.5495621138252318
mfeat-factors,RandomForest,1800,200,10,0.05870818499287405,0.14659637479003812,0.06408531963825226,0.9750000238418579,0.13053853390738368
mfeat-factors,XGBoost,1800,200,10,0.051940803499930126,0.13230638527950314,0.047825269401073456,0.9700000286102295,0.546985434833914
micro-mass,CatBoost,513,58,20,0.1112610407555476,0.28430595260553815,0.17022614181041718,0.9655172228813171,0.3082955221179873
micro-mass,ExtraTrees,513,58,20,0.1425344552691621,0.35368515645176585,0.19989033043384552,0.9482758641242981,0.13743619108572602
micro-mass,LightGBM,513,58,20,0.11785656152379334,0.3035924100644273,0.1714683175086975,0.931034505367279,0.3029137209523469
micro-mass,LinearModel,513,58,20,0.10156485004966632,0.2690872198750589,0.14646758139133453,0.9482758641242981,0.3071490041911602
micro-mass,NeuralNetFastAI,513,58,20,0.24313382429905797,0.586907926158374,0.17677398025989532,0.8620689511299133,0.26035277894698083
micro-mass,NeuralNetTorch,513,58,20,0.10972341367874995,0.3083367009239035,0.18787400424480438,0.9482758641242981,0.2743440188933164
micro-mass,RandomForest,513,58,20,0.1501140541753489,0.36011538556999123,0.19272145628929138,0.9482758641242981,0.11100142891518772
micro-mass,XGBoost,513,58,20,0.15542445006912792,0.3704904179785347,0.1413806974887848,0.8965517282485962,0.2956836449448019
microaggregation2,CatBoost,18000,2000,5,0.48099799874788557,0.9044610065006042,0.02371976152062416,0.6395000219345093,0.9362085650209337
microaggregation2,ExtraTrees,18000,2000,5,0.4920061230811159,0.9313551849908038,0.02327040769159794,0.6240000128746033,0.7712711810600013
microaggregation2,LightGBM,18000,2000,5,0.4774741586172821,0.8954981143499249,0.015243388712406158,0.640500009059906,0.9657961658667773
microaggregation2,LinearModel,18000,2000,5,0.5512432306263823,1.0400043851215717,0.02256768010556698,0.5799999833106995,0.6802788469940424
microaggregation2,NeuralNetFastAI,18000,2000,5,0.4577852704929847,0.8591602693967336,0.019977109506726265,0.656000018119812,1.246431099018082
microaggregation2,NeuralNetTorch,18000,2000,5,0.4661690398213102,0.8744335477635711,0.02953001856803894,0.6460000276565552,1.1336497489828616
microaggregation2,RandomForest,18000,2000,5,0.493974076891978,0.935818059859593,0.01613122597336769,0.6309999823570251,0.7402296259533614
microaggregation2,XGBoost,18000,2000,5,0.4799979735770882,0.9022891068642551,0.01821100525557995,0.6365000009536743,1.0074072829447687
okcupid-stem,CatBoost,45710,5079,3,0.3355803830439784,0.5623110070180051,0.012711137533187866,0.7621579170227051,1.3113384088501334
okcupid-stem,ExtraTrees,45710,5079,3,0.35535053542775913,0.590774354540184,0.014534065499901772,0.745028555393219,1.0017146919853985
okcupid-stem,LightGBM,45710,5079,3,0.3389585602179217,0.5657677586130199,0.012372080236673355,0.7601889967918396,1.2312036391813308
okcupid-stem,LinearModel,45710,5079,3,0.3443294838318646,0.5754364768965066,0.01745019666850567,0.7554636597633362,1.0296093591023237
okcupid-stem,NeuralNetFastAI,45710,5079,3,0.34211732943125156,0.5702906530319052,0.012992758303880692,0.7580232620239258,0.9927874112036079
okcupid-stem,NeuralNetTorch,45710,5079,3,0.33728061552987987,0.5639091791552201,0.011135930195450783,0.7621579170227051,1.1888275791425258
okcupid-stem,RandomForest,45710,5079,3,0.3541627855362811,0.5889436848572701,0.011054911650717258,0.7462098598480225,0.981405720114708
okcupid-stem,XGBoost,45710,5079,3,0.33924596058918915,0.5665778131842422,0.014693227596580982,0.7597952485084534,1.1959286308847368
optdigits,CatBoost,5058,562,10,0.023101738686204167,0.055759077945192435,0.01747152768075466,0.9857650995254517,1.3459125731606036
optdigits,ExtraTrees,5058,562,10,0.025024570835407028,0.06449990349496967,0.01970723085105419,0.9839857816696167,0.36799896718002856
optdigits,LightGBM,5058,562,10,0.018472964932167074,0.05002844301309182,0.02011992037296295,0.9893238544464111,1.1190850271377712
optdigits,LinearModel,5058,562,10,0.05523059487196252,0.10659204672668769,0.03348812833428383,0.9590747356414795,0.9840161867905408
optdigits,NeuralNetFastAI,5058,562,10,0.022222573609721245,0.050613448487038776,0.02106958068907261,0.9911032319068909,1.8127174659166485
optdigits,NeuralNetTorch,5058,562,10,0.018879340242486106,0.05382940258712385,0.02945740893483162,0.9911032319068909,1.1716510490514338
optdigits,RandomForest,5058,562,10,0.04166182026215038,0.0932714783105313,0.025141339749097824,0.9715302586555481,0.3064712639898062
optdigits,XGBoost,5058,562,10,0.029431121636825316,0.06555834066268773,0.023705286905169487,0.9804270267486572,1.7753947109449655
page-blocks,CatBoost,4925,548,5,0.04501311747683255,0.09063913239793624,0.011626025661826134,0.9671533107757568,0.6759811730589718
page-blocks,ExtraTrees,4925,548,5,0.042911531216420835,0.09220596242649162,0.013879870995879173,0.9726277589797974,0.0748537709005177
page-blocks,LightGBM,4925,548,5,0.04245473485996046,0.08713265331954942,0.013565212488174438,0.9726277589797974,0.7425923170521855
page-blocks,LinearModel,4925,548,5,0.04578199256224792,0.0994885155193333,0.020728720352053642,0.970802903175354,0.42701957910321653
page-blocks,NeuralNetFastAI,4925,548,5,0.04981092124929629,0.10387439778042792,0.017066914588212967,0.9689781069755554,0.7014474540483207
page-blocks,NeuralNetTorch,4925,548,5,0.03835339687737133,0.08620288465550639,0.016299979761242867,0.9762773513793945,0.6860546981915832
page-blocks,RandomForest,4925,548,5,0.040693748796666866,0.08600801391590869,0.013916229829192162,0.9781022071838379,0.06962784216739237
page-blocks,XGBoost,4925,548,5,0.041627323518522476,0.08784606024872767,0.01448763906955719,0.9726277589797974,0.6815050700679421
pendigits,CatBoost,9892,1100,10,0.006499752788846506,0.0201412899509726,0.013407775200903416,0.996363639831543,3.2484633959829807
pendigits,ExtraTrees,9892,1100,10,0.008836978865176528,0.023601648223768038,0.011315659619867802,0.9945454597473145,0.300578401889652
pendigits,LightGBM,9892,1100,10,0.009004502447154346,0.026266084947357497,0.013562595471739769,0.9936363697052002,2.0202563300263137
pendigits,LinearModel,9892,1100,10,0.06959819672587607,0.14943285723123548,0.015345076099038124,0.9563636183738708,1.274189278949052
pendigits,NeuralNetFastAI,9892,1100,10,0.006279591981739427,0.01888146435319082,0.010740585625171661,0.9972727298736572,3.59710426395759
pendigits,NeuralNetTorch,9892,1100,10,0.005233258926623142,0.01930835559606152,0.013427218422293663,0.9972727298736572,2.1373568850103766
pendigits,RandomForest,9892,1100,10,0.015948344565882486,0.03469107010359443,0.012045725248754025,0.9890909194946289,0.24871813086792827
pendigits,XGBoost,9892,1100,10,0.011888074727404477,0.028203553928748737,0.012731356546282768,0.9918181896209717,3.846342050936073
robert,CatBoost,9000,1000,10,0.5969683193508438,1.3196829325878703,0.0680525004863739,0.5479999780654907,1.2483141419943422
robert,ExtraTrees,9000,1000,10,0.6700221443573173,1.5358185490997658,0.07453594356775284,0.4790000021457672,0.5903660499025136
robert,LightGBM,9000,1000,10,0.5728366537221152,1.2614451753502618,0.03589652478694916,0.5529999732971191,1.2863734499551356
robert,LinearModel,9000,1000,10,0.781896038845088,1.8570948904921096,0.08163676410913467,0.35600000619888306,0.40340407588519156
robert,NeuralNetFastAI,9000,1000,10,0.6578527989949148,1.479983170122461,0.04689241945743561,0.47600001096725464,1.0419600910972804
robert,NeuralNetTorch,9000,1000,10,0.6527468827798366,1.4774324590679782,0.0577617883682251,0.4880000054836273,0.989466954022646
robert,RandomForest,9000,1000,10,0.6748621004604254,1.5536456538895207,0.06496626883745193,0.4790000021457672,0.5733380611054599
robert,XGBoost,9000,1000,10,0.6089683873044415,1.352350012143041,0.05597549304366112,0.5249999761581421,1.1591265460010618
satimage,CatBoost,5787,643,6,0.11913341594859685,0.2154067936886849,0.023677801713347435,0.9097978472709656,1.0048028589226305
satimage,ExtraTrees,5787,643,6,0.12182252643974939,0.22373670360748668,0.018721552565693855,0.9160186648368835,0.1558443051762879
satimage,LightGBM,5787,643,6,0.11914739064974236,0.21186775902576924,0.020107446238398552,0.914463460445404,0.8992973389104009
satimage,LinearModel,5787,643,6,0.18839310730944966,0.33562370623983234,0.03190070390701294,0.8538102507591248,0.6931928179692477
satimage,NeuralNetFastAI,5787,643,6,0.1136793621771958,0.1966409366063786,0.02197510376572609,0.914463460445404,0.6616282460745424
satimage,NeuralNetTorch,5787,643,6,0.11425662936360788,0.1995873088912999,0.032182808965444565,0.917573869228363,0.6052120451349765
satimage,RandomForest,5787,643,6,0.12296600040329277,0.22408688750628036,0.015687771141529083,0.9191290736198425,0.14723859610967338
satimage,XGBoost,5787,643,6,0.11599032423777812,0.21993004451583978,0.016965506598353386,0.9269051551818848,1.0818213999737054
segment,CatBoost,2079,231,7,0.030632247687752526,0.0865481409777035,0.03810921683907509,0.9870129823684692,0.4310987589415163
segment,ExtraTrees,2079,231,7,0.03236274691566846,0.08998600162587689,0.033671505749225616,0.9870129823684692,0.04863107902929187
segment,LightGBM,2079,231,7,0.04183765260531425,0.09861329840732651,0.038823701441287994,0.9783549904823303,0.4348992200102657
segment,LinearModel,2079,231,7,0.045700046564264366,0.11039813837225822,0.04173223301768303,0.9783549904823303,0.11175923305563629
segment,NeuralNetFastAI,2079,231,7,0.04189357496853082,0.0951541931043363,0.045952122658491135,0.9826839566230774,0.34830703493207693
segment,NeuralNetTorch,2079,231,7,0.035739154818007365,0.08680580871520965,0.05197897180914879,0.9826839566230774,0.2365669049322605
segment,RandomForest,2079,231,7,0.03609093510025273,0.0921174748251391,0.029878180474042892,0.9783549904823303,0.045931239845231175
segment,XGBoost,2079,231,7,0.04169648821509828,0.09839662888048888,0.03265376761555672,0.9783549904823303,0.4448650779668242
semeion,CatBoost,1433,160,10,0.09676955303423125,0.21637146860281256,0.05261644721031189,0.9375,0.4173031391110271
